Acc_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
200501BS70740,2,2,2,2,7,3,0,0,1,0,-1,9,1
200501BS70740,2,3,2,2,9,3,0,0,2,0,-1,9,-1
200501BS70741,2,1,1,2,6,3,0,0,0,0,-1,1,-1
200501BS70742,2,1,1,1,7,3,0,0,0,0,-1,3,1
200501BS70743,1,1,3,1,7,3,10,3,0,0,-1,0,-1
200501BS70744,2,1,1,1,5,3,0,0,0,0,-1,3,1
200501BS70745,1,1,3,1,-1,3,5,2,0,0,-1,0,1
200501BS70747,1,1,3,1,7,2,6,9,0,0,-1,0,-1
200501BS70748,1,1,1,1,8,3,0,0,0,0,-1,9,1
200501BS70748,2,2,1,1,4,3,0,0,0,0,-1,5,1
200501BS70749,1,1,3,1,4,2,1,9,0,0,-1,0,-1
200501BS70751,1,1,1,2,6,3,0,0,0,0,-1,9,1
200501BS70752,1,1,1,1,6,2,0,0,0,0,-1,5,1
200501BS70755,1,1,3,2,11,2,5,4,0,0,-1,0,-1
200501BS70756,1,1,3,2,4,3,5,3,0,0,-1,0,1
200501BS70757,1,1,1,2,7,3,0,0,0,0,-1,1,-1
200501BS70758,1,1,3,2,5,3,1,3,0,0,-1,0,1
200501BS70759,2,1,1,1,6,3,0,0,0,0,-1,4,-1
200501BS70760,2,1,2,2,6,3,0,0,1,0,-1,9,1
200501BS70761,1,1,3,1,6,2,4,3,0,0,-1,0,1
200501BS70762,1,1,3,1,3,3,4,4,0,0,-1,0,1
200501BS70763,1,1,3,1,7,2,5,4,0,0,-1,0,-1
200501BS70764,2,1,1,1,7,3,0,0,0,0,-1,1,1
200501BS70765,1,1,3,1,8,3,4,1,0,0,-1,0,1
200501BS70766,1,1,1,1,7,3,0,0,0,0,-1,3,1
200501BS70767,1,1,1,1,5,3,0,0,0,0,-1,2,1
200501BS70768,1,1,3,2,4,3,5,1,0,0,-1,0,-1
200501BS70769,1,1,1,1,5,3,0,0,0,0,-1,9,1
200501BS70769,1,2,2,1,5,3,0,0,1,0,-1,9,-1
200501BS70770,1,1,1,2,6,3,0,0,0,0,-1,9,1
200501BS70770,2,2,1,1,7,3,0,0,0,0,-1,8,1
200501BS70771,2,1,1,1,-1,3,0,0,0,0,-1,1,1
200501BS70772,1,1,3,1,4,3,1,1,0,0,-1,0,1
200501BS70773,1,1,3,2,9,3,5,3,0,0,-1,0,-1
200501BS70774,1,1,1,1,6,3,0,0,0,0,-1,1,1
200501BS70775,1,1,1,2,7,3,0,0,0,0,-1,1,-1
200501BS70776,1,1,3,2,6,3,5,4,0,0,-1,0,1
200501BS70777,1,1,3,1,1,2,1,4,0,0,-1,0,1
200501BS70779,1,1,1,1,9,3,0,0,0,0,-1,9,1
200501BS70780,2,1,1,1,6,3,0,0,0,0,-1,9,1
200501BS70780,3,2,1,1,8,3,0,0,0,0,-1,9,1
200501BS70780,4,3,1,1,6,3,0,0,0,0,-1,9,1
200501BS70782,2,1,1,2,6,3,0,0,0,0,-1,3,1
200501BS70783,1,1,3,1,10,3,10,3,0,0,-1,0,-1
200501BS70784,1,1,1,1,7,2,0,0,0,0,-1,8,1
200501BS70785,1,1,1,2,-1,3,0,0,0,0,-1,9,1
200501BS70786,2,1,1,1,8,3,0,0,0,0,-1,1,1
200501BS70787,1,1,2,1,9,3,0,0,0,3,-1,11,1
200501BS70789,1,1,1,1,6,3,0,0,0,0,-1,9,1
200501BS70793,1,1,1,2,4,3,0,0,0,0,-1,9,1
200501BS79011,1,1,3,2,6,2,5,3,0,0,-1,0,1
200501BS79054,1,1,1,1,7,3,0,0,0,0,-1,1,1
200501BS79097,1,1,1,1,-1,2,0,0,0,0,-1,5,1
200501CP00001,1,1,2,2,6,3,0,0,2,0,-1,9,1
200501CP00002,1,1,3,1,-1,3,9,5,0,0,-1,0,-1
200501CP00003,2,1,1,1,9,3,0,0,0,0,-1,8,1
200501CP00004,1,1,1,1,-1,3,0,0,0,0,-1,9,1
200501CP00004,1,2,2,1,6,3,0,0,2,0,-1,9,-1
200501CP00004,1,3,2,1,6,3,0,0,1,0,-1,9,-1
200501CP00005,1,1,1,1,6,3,0,0,0,0,-1,1,1
200501CP00006,2,1,1,1,7,2,0,0,0,0,-1,1,1
200501CP00008,2,1,1,2,-1,2,0,0,0,0,-1,1,1
200501CP00009,1,1,1,2,7,2,0,0,0,0,-1,1,1
200501CP00010,1,1,3,1,-1,2,4,9,0,0,-1,0,-1
200501CP00011,1,1,1,2,6,3,0,0,0,0,-1,9,1
200501CP00012,1,1,3,2,7,3,4,1,0,0,-1,0,-1
200501CP00013,1,1,3,1,5,3,5,1,0,0,-1,0,-1
200501CP00014,2,1,1,1,6,3,0,0,0,0,-1,1,1
200501CP00015,2,1,1,1,6,3,0,0,0,0,-1,2,1
200501CP00016,1,1,1,1,6,3,0,0,0,0,-1,9,1
200501CP00017,1,1,1,1,6,2,0,0,0,0,-1,3,1
200501CP00018,1,1,3,1,8,2,8,9,0,0,-1,0,1
200501CP00019,2,1,1,2,6,3,0,0,0,0,-1,1,1
200501CP00020,1,1,3,1,-1,3,6,9,0,0,-1,0,-1
200501CP00021,1,1,1,1,6,3,0,0,0,0,-1,1,-1
200501CP00022,1,1,3,1,9,3,8,9,0,0,-1,0,1
200501CP00023,1,1,3,1,9,3,1,3,0,0,-1,0,-1
200501CP00024,1,1,3,2,5,3,4,1,0,0,-1,0,1
200501CP00025,1,1,1,1,5,3,0,0,0,0,-1,9,1
200501CP00026,1,1,3,2,6,3,1,1,0,0,-1,0,1
200501CP00027,2,1,1,1,6,3,0,0,0,0,-1,5,1
200501CP00028,1,1,3,2,6,3,4,3,0,0,-1,0,-1
200501CP00029,1,1,3,1,5,3,4,3,0,0,-1,0,1
200501CP00030,1,1,1,1,5,3,0,0,0,0,-1,1,1
200501CP00031,1,1,1,1,5,3,0,0,0,0,-1,1,-1
200501CP00032,2,1,1,1,6,3,0,0,0,0,-1,1,1
200501CP00033,1,1,1,1,6,2,0,0,0,0,-1,19,1
200501CP00034,1,1,1,1,5,3,0,0,0,0,-1,5,1
200501CP00035,2,1,1,2,5,3,0,0,0,0,-1,1,1
200501CP00036,2,1,1,2,6,2,0,0,0,0,-1,1,-1
200501CP00037,2,1,1,1,5,3,0,0,0,0,-1,1,1
200501CP00038,1,1,1,1,8,3,0,0,0,0,-1,1,1
200501CP00039,1,2,2,2,6,3,0,0,0,4,-1,11,1
200501CP00039,2,1,1,2,7,3,0,0,0,0,-1,19,1
200501CP00040,2,1,2,2,-1,2,0,0,2,0,-1,8,-1
200501CP00040,2,2,2,2,-1,2,0,0,2,0,-1,8,-1
200501CP00040,2,3,2,2,-1,2,0,0,2,0,-1,8,-1
200501CP00040,2,4,2,2,-1,3,0,0,2,0,-1,8,-1
200501CP00041,2,1,1,1,6,2,0,0,0,0,-1,1,1
200501CP00043,1,1,1,1,6,3,0,0,0,0,-1,2,1
200501CP00044,1,1,1,1,6,3,0,0,0,0,-1,3,1
200501CP00044,1,2,3,1,6,3,5,1,0,0,-1,0,1
200501CP00045,1,1,3,2,5,3,1,1,0,0,-1,0,-1
200501CP00046,1,1,2,1,6,3,0,0,0,4,-1,11,1
200501CP00047,1,1,2,1,9,3,0,0,0,4,-1,11,1
200501CP00048,1,1,1,1,8,3,0,0,0,0,-1,4,1
200501CP00049,1,1,3,2,4,3,8,9,0,0,-1,0,-1
200501CP00050,1,1,2,2,7,3,0,0,0,1,-1,11,1
200501CP00051,1,1,1,1,6,3,0,0,0,0,-1,1,1
200501CP00052,1,1,1,1,8,3,0,0,0,0,-1,5,-1
200501CP00052,1,2,3,1,6,3,5,1,0,0,-1,0,-1
200501CP00053,1,1,1,2,5,3,0,0,0,0,-1,1,1
200501CP00054,2,1,1,1,8,3,0,0,0,0,-1,4,1
200501CP00055,1,1,1,1,5,3,0,0,0,0,-1,4,1
200501CP00056,1,1,3,1,5,3,1,3,0,0,-1,0,1
200501CP00057,2,1,1,1,6,2,0,0,0,0,-1,1,1
200501CP00058,1,1,1,1,9,3,0,0,0,0,-1,8,1
200501CP00058,1,2,3,2,7,3,7,9,0,0,-1,0,-1
200501CP00059,2,1,1,1,5,3,0,0,0,0,-1,5,1
200501CP00060,1,1,1,1,7,3,0,0,0,0,-1,5,1
200501CP00061,1,1,1,1,7,3,0,0,0,0,-1,4,1
200501CP00062,1,1,1,1,6,3,0,0,0,0,-1,3,1
200501CP00063,1,1,2,1,11,3,0,0,0,3,-1,11,1
200501CP00064,2,1,1,1,8,3,0,0,0,0,-1,1,1
200501CP00065,1,1,3,1,6,3,6,9,0,0,-1,0,1
200501CP00066,1,1,1,1,5,3,0,0,0,0,-1,1,1
200501CP00067,1,1,2,2,10,3,0,0,0,3,-1,11,1
200501CP00068,1,1,3,2,7,3,4,1,0,0,-1,0,3
200501CP00069,1,1,1,1,8,3,0,0,0,0,-1,1,1
200501CP00069,1,2,2,2,7,3,0,0,0,0,-1,1,-1
200501CP00070,1,1,1,1,7,3,0,0,0,0,-1,1,1
200501CP00071,1,1,3,1,10,2,1,1,0,0,-1,0,1
200501CP00072,1,1,3,1,6,3,4,3,0,0,-1,0,1
200501CP00073,1,1,3,2,8,3,1,1,0,0,-1,0,-1
200501CP00074,1,1,1,1,-1,3,0,0,0,0,-1,1,1
200501CP00074,2,2,2,2,6,3,0,0,0,4,-1,11,1
200501CP00075,1,1,1,1,6,3,0,0,0,0,-1,4,-1
200501CP00076,1,1,1,1,-1,3,0,0,0,0,-1,1,1
200501CP00077,2,1,1,1,7,3,0,0,0,0,-1,1,-1
200501CP00078,1,1,2,2,9,3,0,0,2,0,-1,8,1
200501CP00079,1,1,3,2,5,3,10,9,0,0,-1,0,1
200501CP00080,1,2,2,2,-1,3,0,0,0,3,-1,11,-1
200501CP00080,2,1,1,1,7,3,0,0,0,0,-1,8,1
200501CP00081,2,1,1,1,6,3,0,0,0,0,-1,3,1
200501CP00082,1,1,1,1,7,3,0,0,0,0,-1,5,1
200501CP00083,2,1,1,2,5,3,0,0,0,0,-1,1,1
200501CP00084,1,1,1,2,-1,3,0,0,0,0,-1,1,-1
200501CP00085,1,1,1,1,7,3,0,0,0,0,-1,5,1
200501CP00085,2,2,1,1,4,1,0,0,0,0,-1,1,-1
200501CP00086,2,1,1,2,-1,3,0,0,0,0,-1,1,1
200501CP00087,2,1,1,1,6,3,0,0,0,0,-1,5,1
200501CP00088,1,1,3,2,5,3,5,1,0,0,-1,0,1
200501CP00089,1,1,3,2,7,3,6,9,0,0,-1,0,1
200501CP00090,1,1,1,1,7,2,0,0,0,0,-1,3,1
200501CP00091,1,1,3,2,10,3,5,4,0,0,-1,0,-1
200501CP00092,1,1,1,1,7,3,0,0,0,0,-1,5,1
200501CP00093,1,1,2,2,-1,3,0,0,0,0,-1,19,-1
200501CP00095,1,1,1,1,6,3,0,0,0,0,-1,1,1
200501CP00096,2,1,1,1,5,3,0,0,0,0,-1,1,1
200501CP00097,1,1,3,2,-1,3,5,2,0,0,-1,0,1
200501CP00098,2,1,1,1,7,3,0,0,0,0,-1,1,1
200501CP00099,2,1,1,1,-1,3,0,0,0,0,-1,10,-1
200501CP00100,1,1,2,1,9,3,0,0,0,4,-1,11,1
200501CP00101,1,1,2,2,6,3,0,0,0,3,-1,11,-1
200501CP00102,1,1,3,2,6,2,4,3,0,0,-1,0,1
200501CP00103,1,1,2,1,-1,3,0,0,0,4,-1,11,-1
200501CP00104,2,1,1,1,7,3,0,0,0,0,-1,3,1
200501CP00105,2,1,1,1,6,3,0,0,0,0,-1,5,1
200501CP00106,2,1,1,2,5,3,0,0,0,0,-1,1,1
200501CP00107,1,1,1,1,5,3,0,0,0,0,-1,1,-1
200501CP00107,1,2,3,1,8,2,1,4,0,0,-1,0,-1
200501CP00108,1,1,3,1,-1,3,10,3,0,0,-1,0,-1
200501CP00109,1,1,3,2,6,3,5,4,0,0,-1,0,1
200501CP00111,1,1,1,1,7,3,0,0,0,0,-1,9,1
200501CP00112,2,1,1,1,7,3,0,0,0,0,-1,8,1
200501CP00113,1,1,1,1,5,3,0,0,0,0,-1,9,1
200501CP00113,1,2,2,1,5,3,0,0,2,0,-1,9,-1
200501CP00113,1,3,2,1,5,3,0,0,1,0,-1,9,1
200501CP00113,1,4,2,1,5,3,0,0,2,0,-1,9,1
200501CP00114,1,1,3,2,6,3,5,1,0,0,-1,0,1
200501CP00115,1,1,1,2,6,3,0,0,0,0,-1,5,1
200501CP00116,1,1,1,1,7,3,0,0,0,0,-1,5,1
200501CP00116,1,2,2,1,6,3,0,0,0,0,-1,5,3
200501CP00117,1,1,1,1,5,3,0,0,0,0,-1,2,1
200501CP00118,1,1,1,1,7,3,0,0,0,0,-1,9,-1
200501CP00118,1,2,2,1,-1,2,0,0,1,0,-1,9,-1
200501CP00119,2,1,1,2,6,3,0,0,0,0,-1,1,1
200501CP00120,1,1,1,1,8,3,0,0,0,0,-1,9,1
200501CP00121,1,1,1,1,6,3,0,0,0,0,-1,1,1
200501CP00122,1,1,1,1,6,3,0,0,0,0,-1,5,1
200501CP00123,1,1,3,1,6,3,4,3,0,0,-1,0,1
200501CP00124,1,1,3,1,9,3,4,1,0,0,-1,0,1
200501CP00125,1,1,3,1,9,3,5,1,0,0,-1,0,1
200501CP00126,2,1,1,1,7,3,0,0,0,0,-1,5,-1
200501CP00127,1,1,3,1,8,2,4,3,0,0,-1,0,1
200501CP00128,1,1,3,2,-1,2,4,1,0,0,-1,0,-1
200501CP00129,1,1,1,1,6,3,0,0,0,0,-1,1,-1
200501CP00129,1,2,3,2,6,3,1,1,0,0,-1,0,1
200501CP00130,1,1,3,1,-1,3,6,9,0,0,-1,0,1
200501CP00130,1,2,3,2,6,3,6,9,0,0,-1,0,-1
200501CP00131,1,1,3,2,5,3,5,1,0,0,-1,0,1
200501CP00132,2,1,1,1,5,3,0,0,0,0,-1,9,-1
200501CP00133,2,1,1,1,7,3,0,0,0,0,-1,9,3
200501CP00134,1,1,3,1,6,3,1,3,0,0,-1,0,1
200501CP00135,1,1,1,1,10,3,0,0,0,0,-1,9,1
200501CP00136,2,1,1,1,6,3,0,0,0,0,-1,19,1
200501CP00136,3,2,1,1,7,3,0,0,0,0,-1,8,1
200501CP00137,1,1,2,1,11,3,0,0,0,3,-1,11,-1
200501CP00138,1,1,1,1,-1,3,0,0,0,0,-1,3,-1
200501CP00139,1,1,3,1,6,3,5,3,0,0,-1,0,1
200501CP00140,1,1,3,2,5,3,1,1,0,0,-1,0,1
200501CP00141,1,1,3,1,5,3,1,1,0,0,-1,0,-1
200501CP00142,1,1,2,2,-1,2,0,0,0,4,-1,11,-1
200501CP00143,1,1,1,1,7,3,0,0,0,0,-1,19,1
200501CP00143,2,2,1,1,7,3,0,0,0,0,-1,19,1
200501CP00144,1,1,1,1,8,3,0,0,0,0,-1,5,1
200501CP00145,1,1,1,1,7,3,0,0,0,0,-1,9,1
200501CP00146,2,1,1,1,6,3,0,0,0,0,-1,1,1
200501CP00147,1,1,1,1,7,3,0,0,0,0,-1,8,1
200501CP00148,1,1,1,2,7,3,0,0,0,0,-1,1,1
